52.5025860,13.4130250,0.00
52.5025790,13.4130390,0.00
52.5025860,13.4130410,0.00
52.5025980,13.4130390,0.00
52.5026050,13.4130550,0.00
52.5026130,13.4130750,0.00
52.5026210,13.4130770,0.00
52.5026280,13.4130570,0.00
52.5026280,13.4130500,0.00
52.5026210,13.4130250,0.00
52.5026210,13.4130110,0.00
52.5026210,13.4130310,0.00
52.5026130,13.4130590,0.00
52.5026130,13.4130610,0.00
52.5026050,13.4130500,0.00
52.5026050,13.4130720,0.00
52.5026130,13.4130950,0.00
52.5026050,13.4131110,0.00
52.5025980,13.4131310,0.00
52.5025630,13.4132120,0.00
52.5025480,13.4132730,0.00
52.5025290,13.4133210,0.00
52.5025220,13.4133640,0.00
52.5025060,13.4133810,0.00
52.5025060,13.4133970,0.00
52.5025140,13.4133950,0.00
52.5025220,13.4133930,0.00
52.5025220,13.4133640,0.00
52.5025220,13.4133410,0.00
52.5025220,13.4133140,0.00
52.5025480,13.4131900,0.00
52.5026440,13.4128990,0.00
52.5026510,13.4128290,0.00
52.5026700,13.4127500,0.00
52.5026510,13.4126770,0.00
52.5026360,13.4126530,0.00
52.5026050,13.4127480,0.00
52.5025790,13.4128810,0.00
52.5025630,13.4130860,0.00
52.5025710,13.4130750,0.00
52.5025860,13.4130570,0.00
52.5026360,13.4130070,0.00
52.5026510,13.4131000,0.00
52.5026510,13.4131060,0.00
52.5026510,13.4131160,0.00
52.5026630,13.4131510,0.00
52.5026280,13.4132550,0.00
52.5025980,13.4132870,0.00
52.5025980,13.4133160,0.00
52.5026050,13.4133550,0.00
52.5026050,13.4133610,0.00
52.5026130,13.4133520,0.00
52.5026280,13.4132940,0.00
52.5026700,13.4132980,0.00
52.5026780,13.4134090,0.00
52.5026860,13.4134000,0.00
52.5026860,13.4131130,0.00
52.5026440,13.4131510,0.00
52.5026440,13.4132420,0.00
52.5026510,13.4132590,0.00
52.5026780,13.4133050,0.00
52.5026860,13.4133420,0.00
52.5026860,13.4133210,0.00
52.5026860,13.4133340,0.00
52.5026780,13.4132810,0.00
52.5027010,13.4132170,0.00
52.5026930,13.4131450,0.00
52.5027430,13.4131830,0.00
52.5027850,13.4132470,0.00
52.5028230,13.4132330,0.00
52.5028000,13.4132040,0.00
52.5028000,13.4131900,0.00
52.5027920,13.4131920,0.00
52.5026780,13.4130770,0.00
52.5026700,13.4129740,0.00
52.5026360,13.4129300,0.00
52.5026050,13.4128870,0.00
52.5025790,13.4128720,0.00
52.5025790,13.4128640,0.00
52.5025980,13.4128600,0.00
52.5025980,13.4128030,0.00
0.0000000,0.0000000,0.00
0.0000000,0.0000000,0.00
0.0000000,0.0000000,0.00
0.0000000,0.0000000,0.00
0.0000000,0.0000000,0.00
52.5025410,13.4123640,0.00
52.5025630,13.4123130,0.00
52.5026130,13.4123290,0.00
52.5026280,13.4123320,0.00
0.0000000,0.0000000,0.00
0.0000000,0.0000000,0.00
0.0000000,0.0000000,0.00
0.0000000,0.0000000,0.00
0.0000000,0.0000000,0.00
52.5027850,13.4138470,0.00
52.5029450,13.4137840,0.00
52.5024570,13.4129350,0.00
52.5024410,13.4128130,0.00
52.5024260,13.4128270,0.00
52.5025630,13.4122600,0.00
52.5026280,13.4122210,0.00
52.5026280,13.4122210,0.00
52.5026440,13.4122330,0.00
52.5026360,13.4122400,0.00
52.5026360,13.4122010,0.00
52.5026360,13.4121830,0.00
52.5026360,13.4122010,0.00
52.5025710,13.4120890,0.00
52.5026130,13.4121740,0.00
52.5028420,13.4122660,0.00
52.5025140,13.4146200,0.00
52.5025480,13.4150410,0.00
52.5022960,13.4162210,0.00
52.5021630,13.4170030,0.00
52.5020830,13.4173550,0.00
52.5019110,13.4177730,0.00
52.5017890,13.4180080,0.00
52.5017740,13.4179990,0.00
52.5017740,13.4180150,0.00
52.5016940,13.4184450,0.00
52.5015790,13.4189670,0.00
52.5014880,13.4191140,0.00
52.5014880,13.4191040,0.00
52.5014800,13.4191120,0.00
52.5014230,13.4193170,0.00
52.5012280,13.4205710,0.00
52.5008050,13.4218630,0.00
52.5007670,13.4218890,0.00
52.5007250,13.4222000,0.00
52.5006600,13.4224800,0.00
52.5006260,13.4227050,0.00
52.5004650,13.4231980,0.00
52.5001640,13.4244330,0.00
52.4999430,13.4253130,0.00
52.4995990,13.4261800,0.00
52.4995270,13.4262230,0.00
52.4996260,13.4262710,0.00
52.4994890,13.4261760,0.00
52.4994050,13.4261310,0.00
52.4993970,13.4261270,0.00
52.4993250,13.4265970,0.00
52.4988520,13.4274700,0.00
52.4988020,13.4277470,0.00
52.4986650,13.4275840,0.00
52.4986650,13.4275840,0.00
52.4986650,13.4275840,0.00
52.4986570,13.4275780,0.00
52.4986570,13.4275780,0.00
52.4986570,13.4275780,0.00
52.4986570,13.4275780,0.00
52.4986570,13.4275760,0.00
52.4986570,13.4275760,0.00
52.4986570,13.4275760,0.00
52.4986570,13.4275760,0.00
52.4986500,13.4275760,0.00
52.4986500,13.4275760,0.00
52.4986500,13.4275760,0.00
52.4986500,13.4275710,0.00
52.4986500,13.4275710,0.00
52.4986500,13.4275710,0.00
52.4986500,13.4275710,0.00
52.4986500,13.4275710,0.00
52.4986420,13.4275730,0.00
52.4986420,13.4275730,0.00
52.4986420,13.4275730,0.00
52.4986420,13.4275730,0.00
52.4986420,13.4275730,0.00
52.4987070,13.4276040,0.00
52.4987560,13.4276290,0.00
52.4987640,13.4276490,0.00
52.4987300,13.4276290,0.00
52.4986720,13.4275840,0.00
52.4986420,13.4275570,0.00
52.4986150,13.4275080,0.00
52.4985500,13.4274230,0.00
52.4984630,13.4273640,0.00
52.4984280,13.4273400,0.00
52.4984550,13.4273840,0.00
52.4985120,13.4274510,0.00
52.4985350,13.4274720,0.00
52.4985580,13.4274920,0.00
52.4985850,13.4275120,0.00
52.4986080,13.4275430,0.00
52.4986080,13.4275600,0.00
52.4985920,13.4275370,0.00
52.4986340,13.4275570,0.00
52.4985770,13.4275050,0.00
52.4984930,13.4274490,0.00
52.4984360,13.4274190,0.00
52.4983710,13.4274010,0.00
52.4983480,13.4274010,0.00
52.4983140,13.4274190,0.00
52.4983140,13.4274540,0.00
52.4983250,13.4274740,0.00
52.4983410,13.4274920,0.00
52.4983630,13.4274850,0.00
52.4983480,13.4274190,0.00
52.4983410,13.4274020,0.00
52.4983790,13.4274110,0.00
52.4983980,13.4274110,0.00
52.4983900,13.4274040,0.00
52.4983900,13.4274040,0.00
52.4983900,13.4273990,0.00
52.4983790,13.4273990,0.00
52.4983710,13.4274040,0.00
52.4983560,13.4274070,0.00
52.4983250,13.4274170,0.00
52.4982410,13.4273640,0.00
52.4982260,13.4273660,0.00
52.4982490,13.4273770,0.00
52.4982680,13.4274010,0.00
52.4982490,13.4273930,0.00
52.4982490,13.4273500,0.00
52.4982680,13.4273460,0.00
52.4982760,13.4273340,0.00
52.4982830,13.4272970,0.00
52.4982830,13.4272970,0.00
52.4982760,13.4272910,0.00
52.4982680,13.4272910,0.00
52.4982760,13.4272970,0.00
52.4982760,13.4272910,0.00
52.4982830,13.4273030,0.00
52.4982680,13.4272910,0.00
52.4982030,13.4272910,0.00
52.4982340,13.4273200,0.00
52.4984630,13.4282120,0.00
52.4987790,13.4281440,0.00
52.4992330,13.4268130,0.00
52.4994470,13.4267830,0.00
52.4995270,13.4268920,0.00
52.4997790,13.4270510,0.00
52.5004390,13.4276180,0.00
52.5014080,13.4283700,0.00
52.5023540,13.4291710,0.00
52.5033680,13.4299350,0.00
52.5045170,13.4307860,0.00
52.5049480,13.4311580,0.00
52.5049320,13.4313660,0.00
52.5049060,13.4313750,0.00
52.5049710,13.4312850,0.00
52.5050700,13.4309550,0.00
52.5050620,13.4309960,0.00
